order,priority,rodina_datasetu,dataset_id,dataset_title,source_kind,source_code,source_title,selected_file,selected_sheet,selected_format,status,row_count,column_count,column_names,time_columns,years_min,years_max,years_count,years_sample,years_source,frequency_catalog,start_catalog,end_catalog,hlavni_skupina,detailni_skupina,uzemni_uroven_x,zdroj_typ,page,preview_csv,error,profile_years,has_target_years_profile,head_columns,has_pk_from_head,pk_from_head,profile_ok,title,relevance_pro_IKZ,uzemni_uroven_y,in_final_manifest
138,C,Registr ekonomických subjektů - seznam subjektů,res_data,Registr ekonomických subjektů - seznam subjektů,LKOD,resource#1,{'cs': 'Seznam ekonomických subjektů v CSV'},ds_res_data.csv,,csv,OK_LKOD,3492349.0,25.0,"ICO, OKRESLAU, DDATVZN, DDATZAN, ZPZAN, DDATPAKT, FORMA, ROSFORMA, KATPO, NACE, NACE2025, ICZUJ, FIRMA, CISS2010, KODADM ...","DDATVZN, DDATPAKT",1918.0,2026.0,93.0,"1918, 1919, 1920, 1921, 1923, 1924 ... 2021, 2022, 2023, 2024, 2025, 2026",data_columns,2x měsíčně [R/P0.5M],,,"Práce, příjmy a ekonomika",ekonomické subjekty a podnikatelská struktura,nespecifikováno / mix,běžná statistika ČSÚ,https://www.czso.cz/csu/czso/registr-ekonomickych-subjektu-otevrena-data-dokumentace,heads_csv\138_res_data_Registr_ekonomickych_subjektu_-_seznam_subjektu.csv,,"{2021, 2022, 2023, 2024, 2025, 2026}",True,"{'nace2025', 'cobce_text', 'ulice_text', 'ciss2010', 'cor', 'kodadm', 'obec_text', 'nace', 'textadr', 'cdom', 'datplat', 'ddatvzn', 'okreslau', 'priznak', 'katpo', 'ddatzan', 'typcdom', 'ico', 'iczuj', 'forma', 'ddatpakt', 'zpzan', 'firma', 'psc', 'rosforma'}",False,,True,Registr ekonomických subjektů - seznam subjektů,podpůrná / kontextová,nespecifikováno / mix,False
