"idhod","hodnota","stapro_kod","ekakocd_cis","ekakocd_kod","pvdom_cis","pvdom_kod","rok","uzemi_cis","uzemi_kod","stapro_txt","ekakocd_txt","pvdom_txt"
"1433381087","495","6008","221","6","213","19","2010","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Bonus daňového zvýhodnění na děti"
"1433385673","339","6008","221","4","213","19","2010","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Bonus daňového zvýhodnění na děti"
"1433382429","2210","6008","220","14","214","13","2010","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Zdravotní a sociální pojištění"
"1433386727","39159","6008","221","5","213","14","2010","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433383486","52","6008","220","14","213","19","2010","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Bonus daňového zvýhodnění na děti"
"1433383492","259","6008","221","11","213","19","2010","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Bonus daňového zvýhodnění na děti"
"1433384318","37508","6008","221","4","213","14","2010","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433373524","138942","6008","220","14",,,"2010","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci",
"1433373526","143023","6008","220","14",,,"2011","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci",
"1433387363","39066","6008","221","5","213","14","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433386257","12733","6008",,,"214","12","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Daň z příjmů fyzických osob"
"1433381189","18013","6008","221","11","213","14","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433391045","1948","6008","220","14","214","13","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Zdravotní a sociální pojištění"
"1433391243","100330","6008",,,"213","14","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433379754","170872","6008",,,,,"2011","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem",
"1433377828","178672","6008","221","5",,,"2011","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní",
"1433387514","444","6008","221","11","213","19","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Bonus daňového zvýhodnění na děti"
"1433379708","188144","6008","221","6",,,"2011","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci",
"1433389507","17647","6008","221","6","214","13","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Zdravotní a sociální pojištění"
"1433378612","91287","6008","221","11",,,"2011","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti",
"1433385760","422","6008",,,"213","19","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Bonus daňového zvýhodnění na děti"
"1433387474","160152","6008","221","6","213","14","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433391010","11106","6008",,,"214","13","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Zdravotní a sociální pojištění"
"1433382028","17023","6008","220","14","213","14","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433386350","2166","6008","221","11","214","13","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Zdravotní a sociální pojištění"
"1433391845","1799","6008","220","14","214","12","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Daň z příjmů fyzických osob"
"1433387211","17770","6008","221","5","214","12","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Daň z příjmů fyzických osob"
"1433386773","893","6008","221","5","213","19","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Bonus daňového zvýhodnění na děti"
"1433384376","38810","6008","221","4","213","14","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433390934","16851","6008","221","6","214","12","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Daň z příjmů fyzických osob"
"1433383349","271","6008","221","4","213","19","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Bonus daňového zvýhodnění na děti"
"1433380073","2948","6008","221","4","214","12","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Daň z příjmů fyzických osob"
"1433370196","87617","6008","221","4",,,"2011","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní",
"1433391825","4302","6008","221","4","214","13","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Zdravotní a sociální pojištění"
"1433381562","1863","6008","221","11","214","12","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Daň z příjmů fyzických osob"
"1433387173","4493","6008","221","5","214","13","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Zdravotní a sociální pojištění"
"1433381089","457","6008","221","6","213","19","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Bonus daňového zvýhodnění na děti"
"1433386763","40","6008","220","14","213","19","2011","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Bonus daňového zvýhodnění na děti"
"1433387364","42926","6008","221","5","213","14","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433384784","3324","6008","221","4","214","13","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Zdravotní a sociální pojištění"
"1433381190","16179","6008","221","11","213","14","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433391048","4843","6008","221","5","214","13","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Zdravotní a sociální pojištění"
"1433387516","604","6008","221","11","213","19","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Bonus daňového zvýhodnění na děti"
"1433387521","1059","6008","221","5","213","19","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Bonus daňového zvýhodnění na děti"
"1433378614","107756","6008","221","11",,,"2012","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti",
"1433391700","16217","6008","221","6","214","12","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Daň z příjmů fyzických osob"
"1433385762","507","6008",,,"213","19","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Bonus daňového zvýhodnění na děti"
"1433387056","12361","6008",,,"214","12","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Daň z příjmů fyzických osob"
"1433376732","188919","6008","221","6",,,"2012","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci",
"1433378596","183603","6008","221","5",,,"2012","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní",
"1433383351","468","6008","221","4","213","19","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Bonus daňového zvýhodnění na děti"
"1433383147","3611","6008","221","11","214","12","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Daň z příjmů fyzických osob"
"1433387475","160586","6008","221","6","213","14","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433391012","11211","6008",,,"214","13","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Zdravotní a sociální pojištění"
"1433382029","17419","6008","220","14","213","14","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433387509","61","6008","220","14","213","19","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Bonus daňového zvýhodnění na děti"
"1433391848","1938","6008","220","14","214","12","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Daň z příjmů fyzických osob"
"1433387214","17427","6008","221","5","214","12","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Daň z příjmů fyzických osob"
"1433384377","30260","6008","221","4","213","14","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433368390","172802","6008",,,,,"2012","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem",
"1433380056","1970","6008","220","14","214","13","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Zdravotní a sociální pojištění"
"1433380076","2011","6008","221","4","214","12","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Daň z příjmů fyzických osob"
"1433370198","78451","6008","221","4",,,"2012","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní",
"1433383948","17710","6008","221","6","214","13","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Zdravotní a sociální pojištění"
"1433377375","145414","6008","220","14",,,"2012","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci",
"1433382628","539","6008","221","6","213","19","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Bonus daňového zvýhodnění na děti"
"1433382655","101388","6008",,,"213","14","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433380039","1824","6008","221","11","214","13","2012","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Zdravotní a sociální pojištění"
"1433387365","42647","6008","221","5","213","14","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433384771","17589","6008","221","6","214","12","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Daň z příjmů fyzických osob"
"1433387117","2922","6008","221","11","214","12","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Daň z příjmů fyzických osob"
"1433381191","12313","6008","221","11","213","14","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433368098","101458","6008","221","11",,,"2013","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti",
"1433385607","1651","6008","221","4","214","12","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Daň z příjmů fyzických osob"
"1433367972","79151","6008","221","4",,,"2013","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní",
"1433383223","4810","6008","221","5","214","13","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Zdravotní a sociální pojištění"
"1433387518","205","6008","221","11","213","19","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Bonus daňového zvýhodnění na děti"
"1433387543","1018","6008","221","5","213","19","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Bonus daňového zvýhodnění na děti"
"1433385764","473","6008",,,"213","19","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Bonus daňového zvýhodnění na děti"
"1433376734","196568","6008","221","6",,,"2013","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci",
"1433378598","193432","6008","221","5",,,"2013","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní",
"1433380861","2012","6008","220","14","214","13","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Zdravotní a sociální pojištění"
"1433387476","168475","6008","221","6","213","14","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433391014","11459","6008",,,"214","13","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Zdravotní a sociální pojištění"
"1433382030","17766","6008","220","14","213","14","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433386354","13174","6008",,,"214","12","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Daň z příjmů fyzických osob"
"1433384018","1962","6008","220","14","214","12","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Daň z příjmů fyzických osob"
"1433387511","96","6008","220","14","213","19","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Bonus daňového zvýhodnění na děti"
"1433391851","19312","6008","221","5","214","12","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Daň z příjmů fyzických osob"
"1433386364","3360","6008","221","4","214","13","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Zdravotní a sociální pojištění"
"1433384895","552","6008","221","4","213","19","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Bonus daňového zvýhodnění na děti"
"1433384378","29481","6008","221","4","213","14","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433368392","177430","6008",,,,,"2013","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem",
"1433380042","1412","6008","221","11","214","13","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Zdravotní a sociální pojištění"
"1433383951","18373","6008","221","6","214","13","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Zdravotní a sociální pojištění"
"1433377377","146657","6008","220","14",,,"2013","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci",
"1433382630","484","6008","221","6","213","19","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Bonus daňového zvýhodnění na děti"
"1433382656","104617","6008",,,"213","14","2013","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433387366","43796","6008","221","5","213","14","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433381936","14633","6008","221","11","213","14","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433391770","12109","6008",,,"214","13","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Zdravotní a sociální pojištění"
"1433390227","19435","6008","221","6","214","13","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Zdravotní a sociální pojištění"
"1433387303","440","6008","221","6","213","19","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Bonus daňového zvýhodnění na děti"
"1433383226","4869","6008","221","5","214","13","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Zdravotní a sociální pojištění"
"1433387523","73","6008","220","14","213","19","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Bonus daňového zvýhodnění na děti"
"1433387529","462","6008","221","11","213","19","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Bonus daňového zvýhodnění na děti"
"1433387545","915","6008","221","5","213","19","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Bonus daňového zvýhodnění na děti"
"1433380909","20382","6008","221","5","214","12","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Daň z příjmů fyzických osob"
"1433378684","150003","6008","220","14",,,"2014","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci",
"1433385564","2145","6008","220","14","214","13","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Zdravotní a sociální pojištění"
"1433376736","204451","6008","221","6",,,"2014","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci",
"1433386403","2042","6008","221","4","214","12","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Daň z příjmů fyzických osob"
"1433385783","426","6008",,,"213","19","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Bonus daňového zvýhodnění na děti"
"1433387929","3239","6008","221","11","214","12","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Daň z příjmů fyzických osob"
"1433368744","81083","6008","221","4",,,"2014","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní",
"1433387477","176452","6008","221","6","213","14","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433382031","19084","6008","220","14","213","14","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433386351","19051","6008","221","6","214","12","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Daň z příjmů fyzických osob"
"1433386356","14230","6008",,,"214","12","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Daň z příjmů fyzických osob"
"1433386367","2842","6008","221","4","214","13","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Zdravotní a sociální pojištění"
"1433379324","196787","6008","221","5",,,"2014","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní",
"1433384897","456","6008","221","4","213","19","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Bonus daňového zvýhodnění na děti"
"1433384379","26072","6008","221","4","213","14","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433368394","183536","6008",,,,,"2014","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem",
"1433380017","1723","6008","221","11","214","13","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Zdravotní a sociální pojištění"
"1433384807","2019","6008","220","14","214","12","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Daň z příjmů fyzických osob"
"1433382657","109788","6008",,,"213","14","2014","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433371869","108233","6008","221","11",,,"2014","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti",
"1433371727","213422","6008","221","5",,,"2015","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní",
"1433372590","109489","6008","221","11",,,"2015","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti",
"1433391037","20302","6008","221","6","214","12","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Daň z příjmů fyzických osob"
"1433369886","192575","6008",,,,,"2015","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem",
"1433387305","471","6008","221","6","213","19","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Bonus daňového zvýhodnění na děti"
"1433380912","23076","6008","221","5","214","12","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Daň z příjmů fyzických osob"
"1433378686","154549","6008","220","14",,,"2015","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci",
"1433384737","12685","6008",,,"214","13","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Zdravotní a sociální pojištění"
"1433385549","1916","6008","221","11","214","13","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Zdravotní a sociální pojištění"
"1433385567","5407","6008","221","5","214","13","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Zdravotní a sociální pojištění"
"1433376738","213075","6008","221","6",,,"2015","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci",
"1433380400","906","6008","221","5","213","19","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Bonus daňového zvýhodnění na děti"
"1433385594","2067","6008","220","14","214","12","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Daň z příjmů fyzických osob"
"1433386406","2316","6008","221","4","214","12","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Daň z příjmů fyzických osob"
"1433385785","433","6008",,,"213","19","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Bonus daňového zvýhodnění na děti"
"1433386618","48143","6008","221","5","213","14","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433387478","183958","6008","221","6","213","14","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433391028","2046","6008","220","14","214","13","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Zdravotní a sociální pojištění"
"1433384232","16167","6008","221","11","213","14","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433389657","61","6008","220","14","213","19","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Bonus daňového zvýhodnění na děti"
"1433389664","74","6008","221","11","213","19","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Bonus daňového zvýhodnění na děti"
"1433369472","83124","6008","221","4",,,"2015","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní",
"1433384380","23584","6008","221","4","213","14","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433380049","2620","6008","221","4","214","13","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Zdravotní a sociální pojištění"
"1433390230","20255","6008","221","6","214","13","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Zdravotní a sociální pojištění"
"1433381805","373","6008","221","4","213","19","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Bonus daňového zvýhodnění na děti"
"1433382658","114898","6008",,,"213","14","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433387160","15470","6008",,,"214","12","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Daň z příjmů fyzických osob"
"1433390658","18009","6008","220","14","213","14","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Příjmy ze závislé činnosti (hlavní zaměstnání)"
"1433388725","4810","6008","221","11","214","12","2015","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Daň z příjmů fyzických osob"
"1433371729","223939","6008","221","5",,,"2016","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní",
"1433369888","202102","6008",,,,,"2016","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem",
"1433382594","253","6008","221","4","213","19","2016","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Bonus daňového zvýhodnění na děti"
"1433374197","159064","6008","220","14",,,"2016","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci",
"1433382347","4170","6008","221","11","214","12","2016","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Daň z příjmů fyzických osob"
"1433387989","16816","6008",,,"214","12","2016","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Daň z příjmů fyzických osob"
"1433373363","117353","6008","221","11",,,"2016","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti",
"1433388883","436","6008","221","6","213","19","2016","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Bonus daňového zvýhodnění na děti"
"1433380901","3155","6008","221","4","214","12","2016","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Daň z příjmů fyzických osob"
"1433380402","876","6008","221","5","213","19","2016","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Bonus daňového zvýhodnění na děti"
"1433385787","401","6008",,,"213","19","2016","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Bonus daňového zvýhodnění na děti"
"1433390996","21218","6008","221","6","214","13","2016","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Zdravotní a sociální pojištění"
"1433385519","13514","6008",,,"214","13","2016","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Zdravotní a sociální pojištění"
"1433389659","40","6008","220","14","213","19","2016","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Bonus daňového zvýhodnění na děti"
"1433389666","179","6008","221","11","213","19","2016","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Bonus daňového zvýhodnění na děti"
"1433382460","2424","6008","220","14","214","12","2016","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Daň z příjmů fyzických osob"
"1433370233","91083","6008","221","4",,,"2016","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní",
"1433380052","3675","6008","221","4","214","13","2016","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Zdravotní a sociální pojištění"
"1433391796","21711","6008","221","6","214","12","2016","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Daň z příjmů fyzických osob"
"1433391805","2169","6008","220","14","214","13","2016","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Zdravotní a sociální pojištění"
"1433387148","1054","6008","221","11","214","13","2016","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Zdravotní a sociální pojištění"
"1433387168","5883","6008","221","5","214","13","2016","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Zdravotní a sociální pojištění"
"1433369078","222250","6008","221","6",,,"2016","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci",
"1433388027","24961","6008","221","5","214","12","2016","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Daň z příjmů fyzických osob"
"1433384761","2622","6008","220","14","214","13","2018","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Zdravotní a sociální pojištění"
"1433381181","118","6008","221","11","213","19","2018","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Bonus daňového zvýhodnění na děti"
"1433372481","258738","6008","221","5",,,"2018","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní",
"1433380905","4218","6008","221","4","214","12","2018","97","19","Průměrné hrubé peněžní příjmy domácností","Nezaměstnaní","Daň z příjmů fyzických osob"
"1433370647","232045","6008",,,,,"2018","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem",
"1433380423","62","6008","220","14","213","19","2018","97","19","Průměrné hrubé peněžní příjmy domácností","Důchodci","Bonus daňového zvýhodnění na děti"
"1433380851","21348","6008",,,"214","12","2018","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Daň z příjmů fyzických osob"
"1433387900","27365","6008","221","6","214","12","2018","97","19","Průměrné hrubé peněžní příjmy domácností","Zaměstnanci","Daň z příjmů fyzických osob"
"1433383142","3210","6008","221","11","214","12","2018","97","19","Průměrné hrubé peněžní příjmy domácností","Ostatní domácnosti","Daň z příjmů fyzických osob"
"1433388803","30313","6008","221","5","214","12","2018","97","19","Průměrné hrubé peněžní příjmy domácností","Samostatně činní","Daň z příjmů fyzických osob"
"1433385523","15943","6008",,,"214","13","2018","97","19","Průměrné hrubé peněžní příjmy domácností","Domácnosti celkem","Zdravotní a sociální pojištění"
