order,category,category_reason,relevance_pro_ikz,relevance_rank,dataset_id,dataset_title,rodina_datasetu,hlavni_skupina,detailni_skupina,uzemni_uroven,zdroj_typ,status,source_kind,source_code,source_title,selected_file,selected_sheet,selected_format,row_count,column_count,time_columns,years_min,years_max,years_count,years_sample,years_source,has_target_years,target_years_present,target_years_missing,has_primary_key,primary_key_column,primary_key_kind,primary_key_note,start_catalog,end_catalog,periodicita_text,head_csv,tail_csv,metadata_json,page,error,territorial_scope,territorial_scope_label,territorial_rank,territorial_evidence,family_sort_key,variant_year
18,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,250169r21,Uchazeči o zaměstnání dosažitelní a podíl nezaměstnaných osob podle obcí - rok 2021,Uchazeči o zaměstnání dosažitelní a podíl nezaměstnaných osob podle obcí,"Práce, příjmy a ekonomika",nezaměstnanost,obec,běžná statistika ČSÚ,OK_LKOD,LKOD,resource#1,{'cs': 'Data do prosince 2021'},OD_NEZ01_2022011013555764.CSV,,zip->csv,375480.0,10.0,"rok, obdobi",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (catalog_hints_obec, uzemni_uroven_obec, sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-01-01 00:00:00,2021-12-31 00:00:00,měsíční,previews\C_250169r21_Uchazeci_o_zamestnani_dosazitelni_a_podil_nezamestnanych_oso_head.csv,previews\C_250169r21_Uchazeci_o_zamestnani_dosazitelni_a_podil_nezamestnanych_oso_tail.csv,previews\C_250169r21_Uchazeci_o_zamestnani_dosazitelni_a_podil_nezamestnanych_oso_meta.json,https://csu.gov.cz/docs/107508/e64e2c95-d6b2-85b1-ee99-cf3177bae90c/250169-23dds.htm,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu | Archiv obsahuje 1 čitelných souborů; použit byl vybraný soubor `OD_NEZ01_2022011013555764.CSV`.,obec,obec,0,uzemi_cis/vuzemi_cis=43,uchazeciozamestnanidosazitelniapodilnezamestnanychosobpodleobci,2021
19,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,250169r22,Uchazeči o zaměstnání dosažitelní a podíl nezaměstnaných osob podle obcí,Uchazeči o zaměstnání dosažitelní a podíl nezaměstnaných osob podle obcí,"Práce, příjmy a ekonomika",nezaměstnanost,obec,běžná statistika ČSÚ,OK_LKOD,LKOD,resource#1,{'cs': 'Data do prosince 2022'},OD_NEZ01_2023011008094073.CSV,,zip->csv,375480.0,10.0,"rok, obdobi",2022.0,2022.0,1,2022,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (catalog_hints_obec, uzemni_uroven_obec, sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%)",2022-01-01 00:00:00,2022-12-31 00:00:00,měsíční,previews\C_250169r22_Uchazeci_o_zamestnani_dosazitelni_a_podil_nezamestnanych_oso_head.csv,previews\C_250169r22_Uchazeci_o_zamestnani_dosazitelni_a_podil_nezamestnanych_oso_tail.csv,previews\C_250169r22_Uchazeci_o_zamestnani_dosazitelni_a_podil_nezamestnanych_oso_meta.json,https://csu.gov.cz/docs/107508/e64e2c95-d6b2-85b1-ee99-cf3177bae90c/250169-23dds.htm,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2022 v intervalu 2020-2023; head/tail jsou z celého datasetu | Archiv obsahuje 1 čitelných souborů; použit byl vybraný soubor `OD_NEZ01_2023011008094073.CSV`.,obec,obec,0,uzemi_cis/vuzemi_cis=43,uchazeciozamestnanidosazitelniapodilnezamestnanychosobpodleobci,2022
20,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,250169r23,Uchazeči o zaměstnání dosažitelní a podíl nezaměstnaných osob podle obcí,Uchazeči o zaměstnání dosažitelní a podíl nezaměstnaných osob podle obcí,"Práce, příjmy a ekonomika",nezaměstnanost,obec,běžná statistika ČSÚ,OK_LKOD,LKOD,resource#1,{'cs': 'Data do prosince 2023'},OD_NEZ01_2024011010464438.CSV,,zip->csv,375480.0,10.0,"rok, obdobi",2023.0,2023.0,1,2023,data_columns,False,2023,2024,True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (catalog_hints_obec, uzemni_uroven_obec, sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%)",2023-01-01 00:00:00,2023-12-31 00:00:00,měsíční,previews\C_250169r23_Uchazeci_o_zamestnani_dosazitelni_a_podil_nezamestnanych_oso_head.csv,previews\C_250169r23_Uchazeci_o_zamestnani_dosazitelni_a_podil_nezamestnanych_oso_tail.csv,previews\C_250169r23_Uchazeci_o_zamestnani_dosazitelni_a_podil_nezamestnanych_oso_meta.json,https://csu.gov.cz/docs/107508/e64e2c95-d6b2-85b1-ee99-cf3177bae90c/250169-23dds.htm,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2023 v intervalu 2020-2023; head/tail jsou z celého datasetu | Archiv obsahuje 1 čitelných souborů; použit byl vybraný soubor `OD_NEZ01_2024011010464438.CSV`.,obec,obec,0,uzemi_cis/vuzemi_cis=43,uchazeciozamestnanidosazitelniapodilnezamestnanychosobpodleobci,2023
21,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,250169r24,Uchazeči o zaměstnání dosažitelní a podíl nezaměstnaných osob podle obcí,Uchazeči o zaměstnání dosažitelní a podíl nezaměstnaných osob podle obcí,"Práce, příjmy a ekonomika",nezaměstnanost,obec,běžná statistika ČSÚ,OK_LKOD,LKOD,resource#1,{'cs': 'Data do prosince 2024'},OD_NEZ01_2025011310375706.CSV,,zip->csv,375480.0,10.0,"rok, obdobi",2024.0,2024.0,1,2024,data_columns,False,2024,2023,True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (catalog_hints_obec, uzemni_uroven_obec, sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%)",2024-01-01 00:00:00,2024-12-31 00:00:00,měsíční,previews\C_250169r24_Uchazeci_o_zamestnani_dosazitelni_a_podil_nezamestnanych_oso_head.csv,previews\C_250169r24_Uchazeci_o_zamestnani_dosazitelni_a_podil_nezamestnanych_oso_tail.csv,previews\C_250169r24_Uchazeci_o_zamestnani_dosazitelni_a_podil_nezamestnanych_oso_meta.json,https://csu.gov.cz/docs/107508/e64e2c95-d6b2-85b1-ee99-cf3177bae90c/250169-23dds.htm,"Archiv obsahuje 1 čitelných souborů; profilován byl `OD_NEZ01_2025011310375706.CSV` | encoding=utf-8-sig | časové sloupce detekovány z průběžného vzorku přes celý CSV soubor, ne jen z prvních řádků | head/tail filtrovány na target years [2023, 2024] přes sloupec `rok`; matching_rows=375480",obec,obec,0,uzemi_cis/vuzemi_cis=43,uchazeciozamestnanidosazitelniapodilnezamestnanychosobpodleobci,2024
22,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,130141r21,"Pohyb obyvatel za ČR, kraje, okresy, SO ORP a obce - rok 2020","Pohyb obyvatel za ČR, kraje, okresy, SO ORP a obce",Demografie a populace,přirozená měna a migrace,více úrovní (ČR–kraj–okres–ORP–obec),běžná statistika ČSÚ,OK_LKOD,LKOD,resource#1,{'cs': 'Data roku 2020'},ds_130141r21.csv,,csv,52440.0,11.0,"rok, casref_od, casref_do",2020.0,2020.0,1,2020,data_columns,False,,"2023, 2024",True,vuzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (catalog_hints_obec, catalog_hints_non_obec, uzemni_uroven_obec, sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%)",2020-01-01 00:00:00,2020-12-31 00:00:00,roční,previews\C_130141r21_Pohyb_obyvatel_za_CR_kraje_okresy_SO_ORP_a_obce_-_rok_2020_head.csv,previews\C_130141r21_Pohyb_obyvatel_za_CR_kraje_okresy_SO_ORP_a_obce_-_rok_2020_tail.csv,previews\C_130141r21_Pohyb_obyvatel_za_CR_kraje_okresy_SO_ORP_a_obce_-_rok_2020_meta.json,https://csu.gov.cz/docs/107516/60a4ae8d-62d9-b2f1-9154-371d6043792e/130141-22dds.htm,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2020 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_cis/vuzemi_cis=43,100",pohybobyvatelzacrkrajeokresysoorpaobce,2020
23,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,130141r22,"Pohyb obyvatel za ČR, kraje, okresy, SO ORP a obce - rok 2021","Pohyb obyvatel za ČR, kraje, okresy, SO ORP a obce",Demografie a populace,přirozená měna a migrace,více úrovní (ČR–kraj–okres–ORP–obec),běžná statistika ČSÚ,OK_LKOD,LKOD,resource#1,{'cs': 'Data roku 2021'},ds_130141r22.csv,,csv,52432.0,11.0,"rok, casref_od, casref_do",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,vuzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (catalog_hints_obec, catalog_hints_non_obec, uzemni_uroven_obec, sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-01-01 00:00:00,2021-12-31 00:00:00,roční,previews\C_130141r22_Pohyb_obyvatel_za_CR_kraje_okresy_SO_ORP_a_obce_-_rok_2021_head.csv,previews\C_130141r22_Pohyb_obyvatel_za_CR_kraje_okresy_SO_ORP_a_obce_-_rok_2021_tail.csv,previews\C_130141r22_Pohyb_obyvatel_za_CR_kraje_okresy_SO_ORP_a_obce_-_rok_2021_meta.json,https://csu.gov.cz/docs/107516/60a4ae8d-62d9-b2f1-9154-371d6043792e/130141-22dds.htm,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,uzemi_cis/vuzemi_cis=43,pohybobyvatelzacrkrajeokresysoorpaobce,2021
24,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_byty_obydlenost,Sčítání 2021 - Byty podle obydlenosti,Sčítání 2021 - Byty podle obydlenosti,Bydlení a technická infrastruktura,byty a kvalita bydlení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Byty podle obydlenosti'},ds_sldb2021_byty_obydlenost.csv,,csv,20175.0,12.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_byty_obydlenost_Scitani_2021_-_Byty_podle_obydlenosti_head.csv,previews\C_sldb2021_byty_obydlenost_Scitani_2021_-_Byty_podle_obydlenosti_tail.csv,previews\C_sldb2021_byty_obydlenost_Scitani_2021_-_Byty_podle_obydlenosti_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_cis/vuzemi_cis=43,101",scitanibytypodleobydlenosti,2021
25,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_domacnosti_clenu_typ,Sčítání 2021 - Hospodařící domácnosti podle velikosti a typu domácnosti,Sčítání 2021 - Hospodařící domácnosti podle velikosti a typu domácnosti,"Vzdělávání, domácnosti a digitální vybavenost",struktura domácností,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Hospodařící domácnosti podle velikosti a typu domácnosti'},ds_sldb2021_domacnosti_clenu_typ.csv,,csv,177448.0,17.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_domacnosti_clenu_typ_Scitani_2021_-_Hospodarici_domacnosti_podle_velikosti_a_typu_head.csv,previews\C_sldb2021_domacnosti_clenu_typ_Scitani_2021_-_Hospodarici_domacnosti_podle_velikosti_a_typu_tail.csv,previews\C_sldb2021_domacnosti_clenu_typ_Scitani_2021_-_Hospodarici_domacnosti_podle_velikosti_a_typu_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitanihospodaricidomacnostipodlevelikostiatypudomacnosti,2021
26,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_byty_plocha,Sčítání 2021 - Obydlené byty podle celkové plochy bytu,Sčítání 2021 - Obydlené byty podle celkové plochy bytu,Bydlení a technická infrastruktura,byty a kvalita bydlení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené byty podle celkové plochy bytu'},ds_sldb2021_byty_plocha.csv,,csv,60517.0,12.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_byty_plocha_Scitani_2021_-_Obydlene_byty_podle_celkove_plochy_bytu_head.csv,previews\C_sldb2021_byty_plocha_Scitani_2021_-_Obydlene_byty_podle_celkove_plochy_bytu_tail.csv,previews\C_sldb2021_byty_plocha_Scitani_2021_-_Obydlene_byty_podle_celkove_plochy_bytu_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_cis/vuzemi_cis=43,101",scitaniobydlenebytypodlecelkoveplochybytu,2021
27,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_byty_energie,Sčítání 2021 - Obydlené byty podle hlavního zdroje energie používaného k vytápění,Sčítání 2021 - Obydlené byty podle hlavního zdroje energie používaného k vytápění,Bydlení a technická infrastruktura,byty a kvalita bydlení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené byty podle hlavního zdroje energie používaného k vytápění'},ds_sldb2021_byty_energie.csv,,csv,87413.0,13.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_byty_energie_Scitani_2021_-_Obydlene_byty_podle_hlavniho_zdroje_energie_p_head.csv,previews\C_sldb2021_byty_energie_Scitani_2021_-_Obydlene_byty_podle_hlavniho_zdroje_energie_p_tail.csv,previews\C_sldb2021_byty_energie_Scitani_2021_-_Obydlene_byty_podle_hlavniho_zdroje_energie_p_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobydlenebytypodlehlavnihozdrojeenergiepouzivanehokvytapeni,2021
28,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_obybyty_material_druhdomu,Sčítání 2021 - Obydlené byty podle materiálu nosných zdí a druhu domu,Sčítání 2021 - Obydlené byty podle materiálu nosných zdí a druhu domu,Bydlení a technická infrastruktura,byty a kvalita bydlení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené byty podle materiálu nosných zdí a druhu domu'},ds_sldb2021_obybyty_material_druhdomu.csv,,csv,161376.0,16.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_obybyty_material_druhdomu_Scitani_2021_-_Obydlene_byty_podle_materialu_nosnych_zdi_a_d_head.csv,previews\C_sldb2021_obybyty_material_druhdomu_Scitani_2021_-_Obydlene_byty_podle_materialu_nosnych_zdi_a_d_tail.csv,previews\C_sldb2021_obybyty_material_druhdomu_Scitani_2021_-_Obydlene_byty_podle_materialu_nosnych_zdi_a_d_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobydlenebytypodlematerialunosnychzdiadruhudomu,2021
29,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_obybyty_poloha_druhdomu,Sčítání 2021 - Obydlené byty podle polohy bytu v domě a druhu domu,Sčítání 2021 - Obydlené byty podle polohy bytu v domě a druhu domu,Bydlení a technická infrastruktura,byty a kvalita bydlení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené byty podle polohy bytu v domě a druhu domu'},ds_sldb2021_obybyty_poloha_druhdomu.csv,,csv,295856.0,16.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_obybyty_poloha_druhdomu_Scitani_2021_-_Obydlene_byty_podle_polohy_bytu_v_dome_a_druh_head.csv,previews\C_sldb2021_obybyty_poloha_druhdomu_Scitani_2021_-_Obydlene_byty_podle_polohy_bytu_v_dome_a_druh_tail.csv,previews\C_sldb2021_obybyty_poloha_druhdomu_Scitani_2021_-_Obydlene_byty_podle_polohy_bytu_v_dome_a_druh_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobydlenebytypodlepolohybytuvdomeadruhudomu,2021
30,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_byty_mistnosti,Sčítání 2021 - Obydlené byty podle počtu obytných místností,Sčítání 2021 - Obydlené byty podle počtu obytných místností,Bydlení a technická infrastruktura,byty a kvalita bydlení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené byty podle počtu obytných místností'},ds_sldb2021_byty_mistnosti.csv,,csv,53793.0,12.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_byty_mistnosti_Scitani_2021_-_Obydlene_byty_podle_poctu_obytnych_mistnosti_head.csv,previews\C_sldb2021_byty_mistnosti_Scitani_2021_-_Obydlene_byty_podle_poctu_obytnych_mistnosti_tail.csv,previews\C_sldb2021_byty_mistnosti_Scitani_2021_-_Obydlene_byty_podle_poctu_obytnych_mistnosti_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_cis/vuzemi_cis=43,101",scitaniobydlenebytypodlepoctuobytnychmistnosti,2021
31,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_byty_mistnosti_kuchyne,Sčítání 2021 - Obydlené byty podle počtu obytných místností včetně kuchyně,Sčítání 2021 - Obydlené byty podle počtu obytných místností včetně kuchyně,Bydlení a technická infrastruktura,byty a kvalita bydlení,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obydlené byty podle počtu obytných místností včetně kuchyně'},ds_sldb2021_byty_mistnosti_kuchyne.csv,,csv,53793.0,12.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_byty_mistnosti_kuchyne_Scitani_2021_-_Obydlene_byty_podle_poctu_obytnych_mistnosti_head.csv,previews\C_sldb2021_byty_mistnosti_kuchyne_Scitani_2021_-_Obydlene_byty_podle_poctu_obytnych_mistnosti_tail.csv,previews\C_sldb2021_byty_mistnosti_kuchyne_Scitani_2021_-_Obydlene_byty_podle_poctu_obytnych_mistnosti_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_cis/vuzemi_cis=43,101",scitaniobydlenebytypodlepoctuobytnychmistnostivcetnekuchyne,2021
