dataset_id,rodina_datasetu,verzi_v_rodine,title,hlavni_skupina,detailni_skupina,tagy,relevance_pro_IKZ,uzemni_uroven,zdroj_typ,periodicita_text,provider,modified,start,end,description,keywords_all,page,dataset_iri,spatial,periodicity,dataset_title,relevance_rank,_input_order,category,order
ps2017CZ0323,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Plzeň-město a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Plzeň-město a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Plzeň-město",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Plzen_mesto_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3405,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Plzeň-město a jeho obce,2,417,D,363
ps2017CZ0325,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Plzeň-sever a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Plzeň-sever a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Plzeň-sever",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Plzen_sever_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3407,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Plzeň-sever a jeho obce,2,418,D,364
ps2017CZ0315,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Prachatice a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Prachatice a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Prachatice",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Prachatice_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3306,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Prachatice a jeho obce,2,419,D,365
ps2017CZ0100,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Praha a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Praha a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Praha",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Praha_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3100,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Praha a jeho obce,2,420,D,366
ps2017CZ0209,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Praha-východ a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Praha-východ a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Praha-východ",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Praha_vychod_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3209,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Praha-východ a jeho obce,2,421,D,367
ps2017CZ020A,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Praha-západ a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Praha-západ a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Praha-západ",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Praha_zapad_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3210,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Praha-západ a jeho obce,2,422,D,368
ps2017CZ0713,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Prostějov a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Prostějov a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Prostějov",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Prostejov_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3709,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Prostějov a jeho obce,2,423,D,369
ps2017CZ0314,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Písek a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Písek a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Písek",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Pisek_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3305,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Písek a jeho obce,2,424,D,370
ps2017CZ0714,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Přerov a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Přerov a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Přerov",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Prerov_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3808,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Přerov a jeho obce,2,425,D,371
ps2017CZ020B,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Příbram a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Příbram a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Příbram",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Pribram_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3211,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Příbram a jeho obce,2,426,D,372
ps2017CZ020C,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Rakovník a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Rakovník a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Rakovník",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Rakovnik_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3212,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Rakovník a jeho obce,2,427,D,373
ps2017CZ0326,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Rokycany a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Rokycany a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Rokycany",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Rokycany_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3408,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Rokycany a jeho obce,2,428,D,374
ps2017CZ0524,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Rychnov nad Kněžnou a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Rychnov nad Kněžnou a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Rychnov nad Kněžnou",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Rychnov_nad_Kneznou_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3607,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Rychnov nad Kněžnou a jeho obce,2,429,D,375
ps2017CZ0514,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Semily a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Semily a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Semily",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Semily_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3608,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Semily a jeho obce,2,430,D,376
ps2017CZ0413,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Sokolov a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Sokolov a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Sokolov",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Sokolov_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3409,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Sokolov a jeho obce,2,431,D,377
ps2017CZ0316,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Strakonice a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Strakonice a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Strakonice",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Strakonice_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3307,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Strakonice a jeho obce,2,432,D,378
ps2017CZ0533,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Svitavy a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Svitavy a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Svitavy",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Svitavy_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3609,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Svitavy a jeho obce,2,433,D,379
ps2017CZ0327,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Tachov a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Tachov a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Tachov",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Tachov_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3410,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Tachov a jeho obce,2,434,D,380
ps2017CZ0426,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Teplice a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Teplice a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Teplice",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Teplice_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3509,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Teplice a jeho obce,2,435,D,381
ps2017CZ0525,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Trutnov a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Trutnov a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Trutnov",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Trutnov_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3610,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Trutnov a jeho obce,2,436,D,382
ps2017CZ0317,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Tábor a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Tábor a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Tábor",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Tabor_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3308,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Tábor a jeho obce,2,437,D,383
ps2017CZ0634,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Třebíč a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Třebíč a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Třebíč",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Trebic_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3710,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Třebíč a jeho obce,2,438,D,384
ps2017CZ0722,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Uherské Hradiště a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Uherské Hradiště a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Uherské Hradiště",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Uherske_Hradiste_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3711,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Uherské Hradiště a jeho obce,2,439,D,385
ps2017CZ0723,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Vsetín a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Vsetín a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Vsetín",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Vsetin_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3810,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Vsetín a jeho obce,2,440,D,386
ps2017CZ0646,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Vyškov a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Vyškov a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Vyškov",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Vyskov_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3712,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Vyškov a jeho obce,2,441,D,387
ps2017CZ0724,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Zlín a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Zlín a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Zlín",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Zlin_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3705,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Zlín a jeho obce,2,442,D,388
ps2017CZ0647,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Znojmo a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Znojmo a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Znojmo",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Znojmo_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3713,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Znojmo a jeho obce,2,443,D,389
ps2017CZ0427,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Ústí nad Labem a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Ústí nad Labem a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Ústí nad Labem",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Usti_nad_Labem_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3510,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Ústí nad Labem a jeho obce,2,444,D,390
ps2017CZ0534,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Ústí nad Orlicí a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Ústí nad Orlicí a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Ústí nad Orlicí",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Usti_nad_Orlici_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3611,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Ústí nad Orlicí a jeho obce,2,445,D,391
ps2017CZ0511,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Česká Lípa a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Česká Lípa a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres Česká Lípa",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Ceska_Lipa_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3501,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres Česká Lípa a jeho obce,2,446,D,392
ps2017CZ0311,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres České Budějovice a jeho obce,1,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres České Budějovice a jeho obce,Volby a občanská angažovanost,výsledky voleb,volby,volitelná / specializovaná,okres,volební data,volební cyklus / průběžně v době voleb,Český statistický úřad,2023-02-13,2017-10-20,2017-10-21,,"volby, výsledky voleb, Poslanecká sněmovna, okres České Budějovice",https://www.volby.cz/opendata/ps2017/PS2017_XML.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Volby_do_Poslanecke_snemovny_Parlamentu_CR_2017_vysledky_za_okres_Ceske_Budejovice_a_jeho_obce,https://linked.cuzk.cz/resource/ruian/OK/3301,NEVER,Volby do Poslanecké sněmovny Parlamentu ČR 2017 - výsledky za okres České Budějovice a jeho obce,2,447,D,393
