dataset_id,rodina_datasetu,verzi_v_rodine,title,hlavni_skupina,detailni_skupina,tagy,relevance_pro_IKZ,uzemni_uroven,zdroj_typ,periodicita_text,provider,modified,start,end,description,keywords_all,page,dataset_iri,spatial,periodicity,dataset_title,relevance_rank,_input_order,category,order
200068,Dokončené byty v obcích,1,Dokončené byty v obcích,Bydlení a technická infrastruktura,bytová výstavba a stavebnictví,bydlení,jádrová pro IKŽ,obec,běžná statistika ČSÚ,roční,Český statistický úřad,2025-09-08,1997-01-01,2024-12-31,Datová sada obsahuje časovou řadu statistických údajů o počtu dokončených bytů v obcích České republiky od roku 1997.  Uvedeny jsou i údaje o počtu dokončených bytů v rodinných domcích a bytových domech.,"byt, dokončený byt, rodinný dům, bytový dům, bytová výstavba",https://csu.gov.cz/docs/107508/b8162c4b-9666-eb7a-9712-81190103364d/200068-22dds.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Dokoncene_byty_v_obcich,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1Y,Dokončené byty v obcích,0,1,A,1
130149,Obyvatelstvo podle pohlaví a základních věkových skupin,1,Obyvatelstvo podle pohlaví a základních věkových skupin,Demografie a populace,věková a pohlavní struktura populace,demografie,jádrová pro IKŽ,více úrovní (ČR–kraj–okres–ORP–obec),běžná statistika ČSÚ,roční,Český statistický úřad,2025-05-20,2000-01-01,2024-12-31,"Datová sada obsahuje časovou řadu se statistickými údaji od roku 2000 o počtu mužů a žen s trvalým nebo dlouhodobým pobytem, a to podle stavu k 31. 12. Údaje jsou publikovány za ČR, regiony soudržnosti, kraje, okresy, správní obvody obcí s rozšířenou působností (SO ORP) a obce.","počet obyvatel, stav obyvatel, populace, pohlaví",https://csu.gov.cz/docs/107508/3de428e4-62ea-3867-4a30-89791ea35f99/130149-23dds.docx?version=1.0,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Obyvatelstvo_k_31_12_podle_pohlavi_v_obcich,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1Y,Obyvatelstvo podle pohlaví a základních věkových skupin,0,76,A,2
270228,Osevní plochy zemědělských plodin podle krajů,1,Osevní plochy zemědělských plodin podle krajů,"Životní prostředí, zemědělství a odpady",zemědělství a lesnictví,zemědělství,podpůrná / kontextová,kraj,běžná statistika ČSÚ,roční,Český statistický úřad,2025-07-04,2014-01-01,2025-12-31,Datová sada obsahuje časovou řadu s údaji o osevních plochách zemědělských plodin v krajích České republiky od roku 2014.,"Osevní plocha, zemědělská plodina, plodina, osev",https://csu.gov.cz/docs/107508/dc16980f-c030-9da8-d4f5-73c5fc112061/270228-22dds.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Osevni_plochy_zemedelskych_plodin_podle_kraju,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1Y,Osevní plochy zemědělských plodin podle krajů,1,261,A,3
260017,Pracovní neschopnost pro nemoc a úraz podle okresů a krajů,1,Pracovní neschopnost pro nemoc a úraz podle okresů a krajů,Zdraví a sociální služby,pracovní neschopnost,zdraví,podpůrná / kontextová,více úrovní (ČR–kraj–okres),běžná statistika ČSÚ,roční,Český statistický úřad,2025-11-02,2006-01-01,2025-06-30,Datová sada obsahuje časovou řadu s údaji o dočasné pracovní neschopnosti v okresech a krajích České republiky od roku 2006.,"Pracovní neschopnost, délka trvání pracovní neschopnosti, nemoc a úraz",https://csu.gov.cz/docs/107508/fc146a4a-7550-91f3-1208-a3f9a7d0158c/260017-25dds.htm?version=1.0,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Pracovni_neschopnost_pro_nemoc_a_uraz_podle_okresu_a_kraju,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1Y,Pracovní neschopnost pro nemoc a úraz podle okresů a krajů,1,255,A,4
200077,Stavební povolení,1,Stavební povolení,Bydlení a technická infrastruktura,bytová výstavba a stavebnictví,,podpůrná / kontextová,kraj,běžná statistika ČSÚ,měsíční,Český statistický úřad,2026-02-06,2005-01-01,2025-12-31,"Datová sada obsahuje časovou řadu se statistickými údaji o stavebních povoleních podle krajů České republiky od roku 2005. K dispozici jsou údaje za stavby celkem, budovy, stavby na ochranu životního prostředí a ostatní typy staveb.","Stavební povolení, orientační hodnota, počet stavebních povolení",https://csu.gov.cz/docs/107508/130319fd-bc2c-2008-7e4c-e26b183057ce/200077-23dds.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Stavebni_povoleni,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1M,Stavební povolení,1,198,A,5
270243,Výroba masa na jatkách,1,Výroba masa na jatkách,"Životní prostředí, zemědělství a odpady",zemědělství a lesnictví,zemědělství,podpůrná / kontextová,ČR,běžná statistika ČSÚ,měsíční,Český statistický úřad,2026-02-02,2014-01-01,2025-12-31,Datová sada obsahuje údaje o výrobě masa na jatkách v České republice v měsíční časové řadě od ledna 2014.,"Výroba masa, jatka, porážky zvířat",https://csu.gov.cz/docs/107508/c305b798-c84c-62ae-a8b3-6396902c00d6/270243-25dds.docx?version=1.0,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Vyroba_masa_na_jatkach,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1M,Výroba masa na jatkách,1,266,A,6
250180,Zaměstnaní a nezaměstnaní podle výsledků výběrového šetření pracovních sil za kraje,1,Zaměstnaní a nezaměstnaní podle výsledků výběrového šetření pracovních sil za kraje,"Práce, příjmy a ekonomika",nezaměstnanost,zaměstnanost,podpůrná / kontextová,kraj,běžná statistika ČSÚ,čtvrtletní,Český statistický úřad,2025-12-30,1993-01-01,2025-09-30,"Datové sada obsahuje časovou řadu se základními údaji výběrového šetření pracovních sil (VŠPS) od roku 1993 za kraje České republiky. Obsaženy jsou údaje o počtu zaměstnaných, nezaměstnaných, míře ekonomické aktivity, míře nezaměstnanosti včetně údajů podle pohlaví.","Zaměstnaní, nezaměstnaní, míra ekonomické aktivity, míra nezaměstnanosti, zaměstnanost, nezaměstnanost, pracovní síla",https://csu.gov.cz/docs/107508/6b88a085-ac3f-0def-9833-39b0168d92d2/250180-23dds.docx?version=1.0,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Zamestnani_a_nezamestnani_podle_vysledku_vyberoveho_setreni_pracovnich_sil_za_kraje,https://linked.cuzk.cz/resource/ruian/ST/1,R/P3M,Zaměstnaní a nezaměstnaní podle výsledků výběrového šetření pracovních sil za kraje,1,232,A,7
230057,Školy a školská zařízení,1,Školy a školská zařízení,"Vzdělávání, domácnosti a digitální vybavenost",školy a školská infrastruktura,vzdělávání,podpůrná / kontextová,kraj,běžná statistika ČSÚ,roční,Český statistický úřad,2025-10-22,2006-09-01,2025-08-31,"Datová sada obsahuje časovou řadu s počtem školských zařízení různých typů, počtem žáků, studentů a tříd, a to za kraje České republiky od roku 2006.","Školy, třídy, žáci, studenti, předškolní vzdělávání, základní vzdělávání, střední vzdělávání, vyšší odborné vzdělávání, vysokoškolské vzdělávání, vzdělávání",https://csu.gov.cz/docs/107508/f7249bd5-9284-14c2-51d4-1238b7b139a0/230057-22dds.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Skoly_a_skolska_zarizeni,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1Y,Školy a školská zařízení,1,249,A,8
270230,Hospodářská zvířata podle krajů,1,Hospodářská zvířata podle krajů,"Životní prostředí, zemědělství a odpady",zemědělství a lesnictví,zemědělství,podpůrná / kontextová,kraj,běžná statistika ČSÚ,roční,Český statistický úřad,2025-02-28,2002-01-01,2024-12-31,Datová sada obsahuje časovou řadu s údaji o stavech hospodářských zvířat v krajích České republiky od roku 2002.,"Počet zvířat, stav zvířat, hospodářská zvířata, druh hospodářského zvířete",https://csu.gov.cz/docs/107508/4793eb3e-331e-6906-3802-7b0860b173e3/270230-22dds.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Hospodarska_zvirata_podle_kraju,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1Y,Hospodářská zvířata podle krajů,1,259,A,9
280041,Náklady na ochranu životního prostředí a ekonomický přínos těchto aktivit,1,Náklady na ochranu životního prostředí a ekonomický přínos těchto aktivit,"Životní prostředí, zemědělství a odpady",ochrana životního prostředí,životní prostředí,podpůrná / kontextová,kraj,běžná statistika ČSÚ,roční,Český statistický úřad,2025-09-30,2006-01-01,2024-12-31,Datová sada obsahuje časovou řadu s údaji o nákladech na ochranu životního prostředí a ekonomického přínosu těchto aktivit v krajích České republiky od roku 2006.,"Ochrana ovzduší a klimatu,  odpadní vody, odpady, ochrana půdy, ochrana krajiny, ochrana proti záření, ochrana životního prostředí",https://csu.gov.cz/docs/107508/4917179e-229c-ae94-f7ce-d882b5366aaf/280041-22dds.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Naklady_na_ochranu_zivotniho_prostredi_a_ekonomicky_prinos_techto_aktivit,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1Y,Náklady na ochranu životního prostředí a ekonomický přínos těchto aktivit,1,260,A,10
130142,Obyvatelstvo podle pětiletých věkových skupin a pohlaví,1,Obyvatelstvo podle pětiletých věkových skupin a pohlaví,Demografie a populace,věková a pohlavní struktura populace,demografie,podpůrná / kontextová,více úrovní (ČR–kraj–okres),běžná statistika ČSÚ,roční,Český statistický úřad,2025-05-20,2010-01-01,2024-12-31,"Datová sada obsahuje časovou řadu se statistickými údaji od roku 2010 o věkovém složení mužů a žen (pětileté věkové skupiny) s trvalým nebo dlouhodobým pobytem, a to podle stavu k 31. 12. Údaje jsou publikovány za správní obvody obcí s rozšířenou působností, okresy, kraje, regiony soudržnosti a Českou republiku.","Počet obyvatel, stav obyvatel, populace, věk, pohlaví, věková struktura, pětileté věkové skupiny",https://csu.gov.cz/docs/107508/419cb3ed-65d3-e695-bd91-9340ba88d3a7/130142-24dds.docx?version=1.0,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Obyvatelstvo_podle_petiletych_vekovych_skupin_a_pohlavi_v_krajich_a_okresech,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1Y,Obyvatelstvo podle pětiletých věkových skupin a pohlaví,1,224,A,11
110080,Průměrná hrubá měsíční mzda a medián mezd v krajích,1,Průměrná hrubá měsíční mzda a medián mezd v krajích,"Práce, příjmy a ekonomika",mzdy,příjmy,podpůrná / kontextová,kraj,běžná statistika ČSÚ,roční,Český statistický úřad,2025-05-23,2011-01-01,2024-12-31,Datová sada obsahuje časovou řadu průměrných měsíčních mezd a mediánu mezd v krajích České republiky od roku 2011 včetně údajů podle pohlaví.,"Mzda, průměrná mzda, medián mezd, hrubá měsíční mzda",https://csu.gov.cz/docs/107508/159084c6-c6c7-d955-2ef9-fd89e33d7800/110080-22dds.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Prumerna_hruba_mesicni_mzda_a_median_mezd_v_krajich,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1Y,Průměrná hrubá měsíční mzda a medián mezd v krajích,1,226,A,12
270229,Sklizeň zemědělských plodin podle krajů,1,Sklizeň zemědělských plodin podle krajů,"Životní prostředí, zemědělství a odpady",zemědělství a lesnictví,zemědělství,podpůrná / kontextová,kraj,běžná statistika ČSÚ,roční,Český statistický úřad,2025-02-24,2002-01-01,2024-12-31,Datová sada obsahuje časovou řadu s údaji o sklizni a hektarových výnosech zemědělských plodin v krajích České republiky od roku 2002.,"Sklizeň, plodina, zemědělská plodina, hektarový výnos",https://csu.gov.cz/docs/107508/6cb85f4c-fc17-8482-1feb-f3b968dce9e8/270229-23dds.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Sklizen_zemedelskych_plodin_podle_kraju,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1Y,Sklizeň zemědělských plodin podle krajů,1,263,A,13
270248,Stavy turů a prasat,1,Stavy turů a prasat,"Životní prostředí, zemědělství a odpady",zemědělství a lesnictví,,podpůrná / kontextová,ČR,běžná statistika ČSÚ,roční,Český statistický úřad,2025-02-10,2016-01-01,2024-12-31,Datová sada obsahuje údaje o stavech hospodářských zvířat (turů a prasat) v České republice a v regionálním členění (NUTS2) v sestavě proměnných poskytovaných Evropské komisi.,"Stavy hospodářských zvířat, tuři, skot, buvoli, prasata",https://csu.gov.cz/docs/107508/21f93fd8-f5d1-7ea0-192f-b7305bb37a0c/270248-22dds.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Stavy_turu_a_prasat,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1Y,Stavy turů a prasat,1,264,A,14
210014,Ukazatele výzkumu a vývoje podle krajů,1,Ukazatele výzkumu a vývoje podle krajů,"Práce, příjmy a ekonomika",výzkum a vývoj,,podpůrná / kontextová,kraj,běžná statistika ČSÚ,roční,Český statistický úřad,2026-02-01,2005-01-01,2024-12-31,Datová sada obsahuje časovou řadu se statistickými údaji za oblast výzkumu a vývoje v krajích České republiky od roku 2005.,"Pracoviště vědy a výzkumu, zaměstnanci vědy a výzkumu, výzkumní pracovníci, výdaje na vědu a výzkum",https://csu.gov.cz/docs/107508/c435fe23-0578-c4e5-c181-ce20d8adfb66/210014-22dds.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Ukazatele_vyzkumu_a_vyvoje_podle_kraju,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1Y,Ukazatele výzkumu a vývoje podle krajů,1,231,A,15
130143,"Zemřelí podle příčin smrti a pohlaví v ČR, krajích a okresech",1,"Zemřelí podle příčin smrti a pohlaví v ČR, krajích a okresech",Zdraví a sociální služby,úmrtnost a délka života,zdraví,podpůrná / kontextová,více úrovní (ČR–kraj–okres),běžná statistika ČSÚ,roční,Český statistický úřad,2025-10-22,2006-01-01,2024-12-31,"Datová sada obsahuje časovou řadu statistických údajů o zemřelých podle příčin smrti a pohlaví za okresy, kraje i republiku od roku 2006.","zemřelí, počet zemřelých, příčina smrti, úmrtí",https://csu.gov.cz/docs/107508/578696cc-beb1-46c7-eb38-f5cd22754f4f/130143-22dds.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Zemreli_podle_pricin_smrti_a_pohlavi_v_CR_krajich_a_okresech,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1Y,"Zemřelí podle příčin smrti a pohlaví v ČR, krajích a okresech",1,256,A,16
130140kr,Úmrtnostní tabulky pro kraje,1,Úmrtnostní tabulky pro kraje,Zdraví a sociální služby,úmrtnost a délka života,zdraví,podpůrná / kontextová,kraj,běžná statistika ČSÚ,roční,Český statistický úřad,2025-05-30,2001-01-01,2024-12-31,Podrobné úmrtnostní tabulky podle pohlaví pro kraje v časové řadě od roku 2001.,"úmrtnostní tabulky, naděje dožití, střední délka života, věk",https://csu.gov.cz/docs/107508/05b78c1d-27e9-cd09-fd3b-7659e5d94e2f/130140-23dds.pdf,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Umrtnostni_tabulky_KR_casova_rada,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1Y,Úmrtnostní tabulky pro kraje,1,250,A,17
130140rs,Úmrtnostní tabulky pro regiony soudržnosti,1,Úmrtnostní tabulky pro regiony soudržnosti,Zdraví a sociální služby,úmrtnost a délka života,zdraví,podpůrná / kontextová,nespecifikováno / mix,běžná statistika ČSÚ,roční,Český statistický úřad,2025-05-30,2001-01-01,2024-12-31,Podrobné úmrtnostní tabulky podle pohlaví pro regiony soudržnosti v časové řadě od roku 2001.,"úmrtnostní tabulky, naděje dožití, střední délka života, věk",https://csu.gov.cz/docs/107508/05b78c1d-27e9-cd09-fd3b-7659e5d94e2f/130140-23dds.pdf,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Umrtnostni_tabulky_RS_casova_rada,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1Y,Úmrtnostní tabulky pro regiony soudržnosti,1,251,A,18
130140or,Úmrtnostní tabulky pro správní obvody obcí s rozšířenou působností,1,Úmrtnostní tabulky pro správní obvody obcí s rozšířenou působností,Zdraví a sociální služby,úmrtnost a délka života,zdraví,podpůrná / kontextová,nespecifikováno / mix,běžná statistika ČSÚ,roční,Český statistický úřad,2025-05-30,2001-01-01,2024-12-31,Podrobné úmrtnostní tabulky podle pohlaví pro správní obvody obcí s rozšířenou působností v časové řadě od roku 2003.,"úmrtnostní tabulky, naděje dožití, střední délka života, věk",https://csu.gov.cz/docs/107508/05b78c1d-27e9-cd09-fd3b-7659e5d94e2f/130140-23dds.pdf,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Umrtnostni_tabulky_OR_casova_rada,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1Y,Úmrtnostní tabulky pro správní obvody obcí s rozšířenou působností,1,252,A,19
130140cr,Úmrtnostní tabulky pro ČR,1,Úmrtnostní tabulky pro ČR,Zdraví a sociální služby,úmrtnost a délka života,zdraví,podpůrná / kontextová,nespecifikováno / mix,běžná statistika ČSÚ,roční,Český statistický úřad,2025-05-30,1920-01-01,2024-12-31,Podrobné úmrtnostní tabulky podle pohlaví pro ČR v časové řadě od roku 1920.,"úmrtnostní tabulky, naděje dožití, střední délka života, věk",https://csu.gov.cz/docs/107508/05b78c1d-27e9-cd09-fd3b-7659e5d94e2f/130140-23dds.pdf,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Umrtnostni_tabulky_CR_casova_rada,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1Y,Úmrtnostní tabulky pro ČR,1,253,A,20
241048,Pohyb zboží přes hranice podle vybraných zemí,1,Pohyb zboží přes hranice podle vybraných zemí,"Práce, příjmy a ekonomika",zahraniční obchod,,podpůrná / kontextová,ČR,běžná statistika ČSÚ,měsíční,Český statistický úřad,2026-02-06,2000-01-01,2025-12-31,"Datová sada obsahuje časovou řadu statistických údajů zahraničního obchodu se zbožím České republiky úhrnem a podle vybraných zemí. K dispozici jsou údaje o dovozu, vývozu, obratu a bilanci v přeshraničním pojetí od roku 2000. Veškeré údaje jsou uvedeny v milionech Kč. Data jsou agregací za Českou republiku bez dalšího územního členění.","Zahraniční obchod, vývoz, dovoz, bilance zahraničního obchodu, obrat zahraničního obchodu, přeshraniční pojetí",https://csu.gov.cz/docs/107508/1b5cd267-8e4a-d40a-82fb-a808b3f9d790/241048-23dds.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Pohyb_zbozi_pres_hranice_podle_vybranych_zemi,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1M,Pohyb zboží přes hranice podle vybraných zemí,1,245,B,21
200076,Stavební zakázky,1,Stavební zakázky,Bydlení a technická infrastruktura,bytová výstavba a stavebnictví,,podpůrná / kontextová,ČR,běžná statistika ČSÚ,měsíční,Český statistický úřad,2026-02-06,1999-01-01,2025-12-31,Datová sada obsahuje časovou řadu s údaji se statistickými údaji o stavebních zakázkách v České republice včetně údajů za pozemní a inženýrské stavitelství od roku 1999.,"Stavební zakázky, nové zakázky, stav stavebních zakázek, hodnota zakázek",https://csu.gov.cz/docs/107508/61aaa546-1188-3201-7ae1-1b2ac1bacc63/200076-22dds.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Stavebni_zakazky,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1M,Stavební zakázky,1,199,B,22
242010,Zahraniční obchod se zbožím podle vybraných zemí,1,Zahraniční obchod se zbožím podle vybraných zemí,"Práce, příjmy a ekonomika",zahraniční obchod,,podpůrná / kontextová,nespecifikováno / mix,běžná statistika ČSÚ,měsíční,Český statistický úřad,2026-02-06,2005-01-01,2025-12-31,"Datová sada obsahuje časovou řadu statistických údajů zahraničního obchodu se zbožím České republiky úhrnem a podle vybraných zemí. K dispozici jsou údaje o dovozu, vývozu, obratu a bilanci od roku 2005. Veškeré údaje jsou uvedeny v milionech Kč.","zahraniční obchod se zbožím, dovoz, vývoz",https://csu.gov.cz/docs/107508/3cdd6b74-7a4d-664a-f149-ee905d45ce06/242010-23dds.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Zahranicni_obchod_se_zbozim_podle_vybranych_zemi,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1M,Zahraniční obchod se zbožím podle vybraných zemí,1,237,B,23
110079,Zaměstnanci a průměrné hrubé měsíční mzdy podle odvětví,1,Zaměstnanci a průměrné hrubé měsíční mzdy podle odvětví,"Práce, příjmy a ekonomika",ostatní,zaměstnanost,podpůrná / kontextová,nespecifikováno / mix,běžná statistika ČSÚ,čtvrtletní,Český statistický úřad,2026-03-11,2000-01-01,2025-12-31,Datová sada obsahuje časovou řadu počtu zaměstnanců a průměrných měsíčních mezd (fyzické i přepočtené osoby) podle odvětví od roku 2000.,"Mzda, průměrná mzda, počet zaměstnanců, zaměstnanec, odvětví",https://csu.gov.cz/docs/107508/a7309d97-c5be-4ef4-de2f-d2962e385b93/110079-22dds.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Zamestnanci_a_prumerne_hrube_mesicni_mzdy_podle_odvetvi,https://linked.cuzk.cz/resource/ruian/ST/1,R/P3M,Zaměstnanci a průměrné hrubé měsíční mzdy podle odvětví,1,238,B,24
130285,Zemřelí podle měsíců a věkových skupin v České republice,1,Zemřelí podle měsíců a věkových skupin v České republice,Zdraví a sociální služby,úmrtnost a délka života,zdraví,podpůrná / kontextová,ČR,běžná statistika ČSÚ,měsíční,Český statistický úřad,2026-02-09,2011-01-01,2025-12-31,Datová sada obsahuje časovou řadu od roku 2011 se statistickými údaji o počtu zemřelých podle čísla měsíce a věkové skupiny. Údaje jsou publikovány za Českou republiku.,"počet zemřelých, věková skupina, měsíční počty",https://csu.gov.cz/docs/107508/6c8a873d-2d06-2d3a-145c-fb678fac1020/130185-23dds.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Zemreli_podle_mesicu_a_vekovych_skupin_v_Ceske_republice,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1M,Zemřelí podle měsíců a věkových skupin v České republice,1,257,B,25
130185,Zemřelí podle týdnů a věkových skupin v České republice,1,Zemřelí podle týdnů a věkových skupin v České republice,Zdraví a sociální služby,úmrtnost a délka života,zdraví,podpůrná / kontextová,ČR,běžná statistika ČSÚ,měsíční,Český statistický úřad,2026-02-09,2011-01-01,2025-12-28,Datová sada obsahuje časovou řadu od roku 2011 se statistickými údaji o počtu zemřelých podle čísla týdne a věkové skupiny. Údaje jsou publikovány za Českou republiku.,"počet zemřelých, věková skupina, týdenní počty",https://csu.gov.cz/docs/107508/6c8a873d-2d06-2d3a-145c-fb678fac1020/130185-23dds.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Zemreli_podle_tydnu_a_vekovych_skupin_v_Ceske_republice,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1M,Zemřelí podle týdnů a věkových skupin v České republice,1,258,B,26
100013,Těžba dřeva podle druhů dřevin a typu nahodilé těžby,1,Těžba dřeva podle druhů dřevin a typu nahodilé těžby,"Životní prostředí, zemědělství a odpady",zemědělství a lesnictví,zemědělství,podpůrná / kontextová,ČR,běžná statistika ČSÚ,roční,Český statistický úřad,2025-05-30,2000-01-01,2024-12-31,Datová sada obsahuje časovou řadu s údaji o těžbě dřeva podle druhů dřevin a typu nahodilé těžby v České republice od roku 2000.,"Těžba dřeva, jehličnaté stromy, listnaté stromy, druhy dřevin, nahodilá těžba",https://csu.gov.cz/docs/107508/20da0b5a-c23b-c28c-7b7b-4536bd919d7f/100013-22dds.htm,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Tezba_dreva_podle_druhu_drevin_a_typu_nahodile_tezby,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1Y,Těžba dřeva podle druhů dřevin a typu nahodilé těžby,1,265,B,27
130140ok,Úmrtnostní tabulky pro okresy,1,Úmrtnostní tabulky pro okresy,Zdraví a sociální služby,úmrtnost a délka života,zdraví,podpůrná / kontextová,okres,běžná statistika ČSÚ,roční,Český statistický úřad,2025-05-30,2001-01-01,2024-12-31,Podrobné úmrtnostní tabulky podle pohlaví pro okresy v časové řadě od roku 2001.,"úmrtnostní tabulky, naděje dožití, střední délka života, věk",https://csu.gov.cz/docs/107508/05b78c1d-27e9-cd09-fd3b-7659e5d94e2f/130140-23dds.pdf,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Umrtnostni_tabulky_OK_casova_rada,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1Y,Úmrtnostní tabulky pro okresy,1,254,B,28
res_pf_nace,Registr ekonomických subjektů - seznam právních forem a ekonomických činností,1,Registr ekonomických subjektů - seznam právních forem a ekonomických činností,"Práce, příjmy a ekonomika",ekonomické subjekty a podnikatelská struktura,,podpůrná / kontextová,nespecifikováno / mix,běžná statistika ČSÚ,2x měsíčně,Český statistický úřad,2021-09-16,,,Seznam právních forem a činností ekonomických subjektů,"RES, organizační statistika, Registr ekonomických subjektů, právní formy, ekonomické činnosti",https://www.czso.cz/csu/czso/registr-ekonomickych-subjektu-otevrena-data-dokumentace,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Registr_ekonomickych_subjektu_pravni_formy_nace,https://linked.cuzk.cz/resource/ruian/ST/1,R/P0.5M,Registr ekonomických subjektů - seznam právních forem a ekonomických činností,1,235,B,29
res_data,Registr ekonomických subjektů - seznam subjektů,1,Registr ekonomických subjektů - seznam subjektů,"Práce, příjmy a ekonomika",ekonomické subjekty a podnikatelská struktura,,podpůrná / kontextová,nespecifikováno / mix,běžná statistika ČSÚ,2x měsíčně,Český statistický úřad,2021-09-16,,,Seznam ekonomických subjektů,"RES, organizační statistika, Registr ekonomických subjektů",https://www.czso.cz/csu/czso/registr-ekonomickych-subjektu-otevrena-data-dokumentace,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Registr_ekonomickych_subjektu_seznam,https://linked.cuzk.cz/resource/ruian/ST/1,R/P0.5M,Registr ekonomických subjektů - seznam subjektů,1,236,B,30
150196,Index průmyslové produkce,1,Index průmyslové produkce,"Práce, příjmy a ekonomika",makroekonomické a odvětvové indikátory,,podpůrná / kontextová,ČR,běžná statistika ČSÚ,měsíční,Český statistický úřad,2026-02-06,2000-01-01,2025-12-31,Datová sada obsahuje časovou řadu s údaji o vývoji průmyslové produkce v České republice podle jednotlivých odvětví od roku 2000.,"Průmysl, průmyslová produkce, index průmyslové produkce, průmyslová odvětví",https://csu.gov.cz/docs/107508/7dfe803b-d9bf-e321-7f7d-94088c2e363a/150196-24dds.docx?version=1.0,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Index_prumyslove_produkce,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1M,Index průmyslové produkce,1,240,B,31
200075,Index stavební produkce,1,Index stavební produkce,"Práce, příjmy a ekonomika",makroekonomické a odvětvové indikátory,,podpůrná / kontextová,ČR,běžná statistika ČSÚ,měsíční,Český statistický úřad,2026-02-06,2000-01-01,2025-12-31,Datová sada obsahuje časovou řadu s údaji o vývoji stavební produkce v České republice včetně údajů za pozemní a inženýrské stavitelství od roku 2000.,"Stavební produkce, index stavební produkce, pozemní stavitelství, inženýrské stavitelství",https://csu.gov.cz/docs/107508/e89c424a-e3df-bb6c-cffe-c8851ef50ec1/200075-24dds.docx?version=1.0,https://vdb.czso.cz/pll/eweb/lkod_ld.datova_sada?nazev=Index_stavebni_produkce,https://linked.cuzk.cz/resource/ruian/ST/1,R/P1M,Index stavební produkce,1,241,B,32
